LABEL,"SVC(C=0.1, gamma=1)",GaussianNB(),"LogisticRegression(C=10, solver='liblinear')",DecisionTreeClassifier(criterion='entropy'),RandomForestClassifier()
10266,False,False,,False,False,False
10267,False,False,,False,False,False
10268,False,False,,False,False,False
10269,False,False,,False,False,False
10270,False,False,,False,False,False
10271,False,False,,False,False,False
10272,False,False,,False,False,False
10273,False,False,,False,False,False
10274,False,False,,False,False,True
10275,False,False,,False,False,False
10276,False,False,,False,False,False
10277,False,False,,False,False,False
10278,False,False,,False,False,False
10279,False,False,,False,False,False
10280,False,False,,False,False,False
10281,False,False,,False,False,False
10282,False,False,,False,False,False
10283,False,False,,False,False,False
10284,False,False,,False,False,False
10285,False,False,,False,False,False
10286,False,False,,False,False,False
10287,False,False,,False,False,False
10288,False,False,,False,False,False
10289,False,False,,False,False,False
10290,False,False,,False,False,False
10291,False,False,,False,False,False
10292,False,False,,False,False,False
10293,False,False,,False,False,False
10294,False,False,,False,False,False
10295,False,False,,False,False,False
10296,False,False,,False,False,False
10297,False,False,,False,False,False
10298,False,False,,False,False,False
10299,False,False,,False,False,False
10300,False,False,,False,False,False
10301,False,False,,False,False,False
10302,False,False,,False,False,False
10303,False,False,,False,False,False
10304,False,False,,False,False,False
10305,False,False,,False,False,True
10306,False,False,,False,False,False
10307,False,False,,False,False,False
10308,False,False,,False,False,False
10309,False,False,,False,False,False
10310,False,False,,False,False,False
10311,False,False,,False,False,False
10312,False,False,,False,False,False
10313,False,False,,False,False,False
10314,False,False,,False,False,False
10315,False,False,,False,False,False
10316,False,False,,False,False,False
10317,False,False,,False,False,True
10318,False,False,,False,False,False
10319,False,False,,False,False,False
10320,False,False,,False,False,False
10321,False,False,,False,False,False
10322,False,False,,False,False,False
10323,False,False,,False,False,False
10324,False,False,,False,False,False
10325,False,False,,False,False,False
10326,False,False,,False,False,False
10327,False,False,,False,False,False
10328,False,False,,False,False,False
10329,False,False,,False,False,False
10330,False,False,,False,False,False
10331,False,False,,False,False,False
10332,False,False,,False,False,False
10333,False,False,,False,False,False
10334,False,False,,False,False,False
10335,False,False,,False,False,False
10336,False,False,,False,False,False
10337,False,False,,False,False,True
10338,False,False,,False,False,False
10339,False,False,,False,False,False
10340,False,False,,False,False,False
10341,False,False,,False,False,False
10342,False,False,,False,False,False
10343,False,False,,False,False,False
10344,False,False,,False,False,False
10345,False,False,,False,False,False
10346,False,False,,False,False,False
10347,False,False,,False,False,False
10348,False,False,,False,False,False
10349,False,False,,False,False,False
10350,False,False,,False,False,False
10351,False,False,,False,False,False
10352,False,False,,False,False,False
10353,False,False,,False,False,False
10354,False,False,,False,False,False
10355,False,False,,False,False,False
10356,False,False,,False,False,False
10357,False,False,,False,False,False
10358,False,False,,False,False,False
10359,False,False,,False,False,False
10360,False,False,,False,False,False
10361,False,False,,False,False,False
10362,False,False,,False,False,False
10363,False,False,,False,False,False
10364,False,False,,False,False,False
10365,False,False,,False,False,False
10366,False,False,,False,False,False
10367,False,False,,False,False,False
10368,False,False,,False,False,False
10369,False,False,,False,False,False
10370,False,False,,False,False,False
10371,False,False,,False,False,False
10372,False,False,,False,False,False
10373,False,False,,False,False,False
10374,False,False,,False,False,False
10375,False,False,,False,False,False
10376,False,False,,False,False,False
10377,False,False,,False,False,False
10378,False,False,,False,False,False
10379,False,False,,True,False,False
10380,False,False,,False,False,False
10381,False,False,,False,False,False
10382,False,False,,False,False,False
10383,False,False,,True,False,False
10384,False,False,,False,False,False
10385,False,False,,False,False,False
10386,False,False,,False,False,False
10387,False,False,,False,False,False
10388,False,False,,False,False,False
10389,False,False,,False,False,False
10390,False,False,,False,False,False
10391,False,False,,False,False,False
10392,False,False,,False,False,False
10393,False,False,,False,False,False
10394,False,False,,False,False,False
10395,False,False,,False,False,False
10396,False,False,,False,False,False
10397,False,False,,False,False,False
10398,False,False,,False,False,False
10399,False,False,,False,False,False
10400,False,False,,False,False,False
10401,False,False,,False,False,False
10402,False,False,,False,False,False
10403,False,False,,False,False,False
10404,False,False,,True,False,False
10405,False,False,,False,False,False
10406,False,False,,False,False,False
10407,False,False,,False,False,False
10408,False,False,,False,False,False
10409,False,False,,False,False,False
10410,False,False,,False,False,False
10411,False,False,,False,False,False
10412,False,False,,False,False,False
10413,False,False,,False,False,False
10414,False,False,,False,False,False
10415,False,False,,False,False,False
10416,False,False,,False,False,False
10417,False,False,,False,False,False
10418,False,False,,False,False,False
10419,False,False,,False,False,False
10420,False,False,,False,False,False
10421,False,False,,False,False,False
10422,False,False,,False,False,False
10423,False,False,,False,False,False
10424,False,False,,False,False,False
10425,False,False,,False,False,False
10426,False,False,,True,False,False
10427,False,False,,False,False,False
10428,False,False,,False,False,False
10429,False,False,,False,False,False
10430,False,False,,False,False,False
10431,False,False,,False,False,False
10432,False,False,,False,False,False
10433,False,False,,False,False,False
10434,False,False,,False,False,False
10435,False,False,,False,False,False
10436,False,False,,False,False,False
10437,False,False,,False,False,False
10438,False,False,,False,False,False
10439,False,False,,False,False,False
10440,False,False,,False,False,False
10441,False,False,,False,False,False
10442,False,False,,False,False,False
10443,False,False,,False,False,False
10444,False,False,,False,False,False
10445,False,False,,False,False,False
10446,False,False,,False,False,False
10447,False,False,,False,False,False
10448,False,False,,True,False,False
10449,False,False,,False,False,False
10450,False,False,,False,False,False
10451,False,False,,False,False,False
10452,False,False,,False,False,False
10453,False,False,,False,False,False
10454,False,False,,False,False,False
10455,False,False,,False,False,False
10456,False,False,,False,False,False
10457,False,False,,False,False,False
10458,False,False,,False,False,False
10459,False,False,,False,False,False
10460,False,False,,False,False,False
10461,False,False,,False,False,False
10462,False,False,,False,False,False
10463,False,False,,False,False,False
10464,False,False,,False,False,False
10465,False,False,,False,False,False
10466,False,False,,False,False,False
10467,False,False,,False,False,False
10468,False,False,,False,False,False
10469,False,False,,False,False,False
10470,False,False,,False,False,False
10471,False,False,,False,False,False
10472,False,False,,False,False,False
10473,False,False,,False,False,False
10474,False,False,,False,False,False
10475,False,False,,False,False,False
10476,False,False,,False,False,False
10477,False,False,,False,False,False
10478,False,False,,False,False,False
10479,False,False,,False,False,False
10480,False,False,,False,False,False
10481,False,False,,False,False,False
10482,False,False,,False,False,False
10483,False,False,,False,False,False
10484,False,False,,False,False,False
10485,False,False,,False,False,False
10486,False,False,,False,False,False
10487,False,False,,False,False,False
10488,False,False,,False,False,False
10489,False,False,,False,False,False
10490,False,False,,False,False,False
10491,False,False,,False,False,False
10492,False,False,,False,False,False
10493,False,False,,False,False,False
10494,False,False,,False,False,False
10495,False,False,,False,False,False
10496,False,False,,False,False,False
10497,False,False,,False,False,False
10498,False,False,,False,False,False
10499,False,False,,False,False,False
10500,False,False,,False,False,False
10501,False,False,,False,False,False
10502,False,False,,True,False,False
10503,False,False,,False,False,False
10504,False,False,,False,False,False
10505,False,False,,False,False,False
10506,False,False,,False,False,False
10507,False,False,,False,False,False
10508,False,False,,False,False,False
10509,False,False,,False,False,False
10510,False,False,,False,False,False
10511,False,False,,False,False,False
10512,False,False,,False,False,False
10513,False,False,,False,False,False
10514,False,False,,False,False,False
10515,False,False,,False,False,False
10516,False,False,,False,False,False
10517,False,False,,False,False,False
10518,False,False,,False,False,False
10519,False,False,,False,False,False
10520,False,False,,False,False,False
10521,False,False,,False,False,False
10522,False,False,,False,False,False
10523,False,False,,False,False,False
10524,False,False,,False,False,False
10525,False,False,,False,False,False
10526,False,False,,False,False,False
10527,False,False,,False,False,False
10528,False,False,,False,False,False
10529,False,False,,False,False,False
10530,False,False,,False,False,False
10531,False,False,,False,False,True
10532,False,False,,False,False,False
10533,False,False,,False,False,True
10534,False,False,,False,False,False
10535,False,False,,False,False,False
10536,False,False,,False,False,False
10537,False,False,,False,False,False
10538,False,False,,False,False,False
10539,False,False,,False,False,False
10540,False,False,,False,False,False
10541,False,False,,False,False,False
10542,False,False,,False,False,False
10543,False,False,,False,False,False
10544,False,False,,False,False,False
10545,False,False,,False,False,False
10546,False,False,,False,False,False
10547,False,False,,False,False,False
10548,False,False,,False,False,False
10549,False,False,,False,False,False
10550,False,False,,False,False,False
10551,False,False,,False,False,False
10552,False,False,,False,False,False
10553,False,False,,False,False,False
10554,False,False,,False,False,False
10555,False,False,,False,False,False
10556,False,False,,False,False,False
10557,False,False,,False,False,False
10558,False,False,,False,False,False
10559,False,False,,False,False,False
10560,False,False,,False,False,False
10561,False,False,,False,False,False
10562,False,False,,False,False,False
10563,False,False,,False,False,False
10564,False,False,,False,False,False
10565,False,False,,False,False,False
10566,False,False,,False,False,False
10567,False,False,,False,False,False
10568,False,False,,False,False,False
10569,False,False,,False,False,False
10570,False,False,,False,False,False
10571,False,False,,False,False,False
10572,False,False,,False,False,False
10573,False,False,,False,False,False
10574,False,False,,False,False,False
10575,False,False,,False,False,False
10576,False,False,,False,False,False
10577,False,False,,False,False,False
10578,False,False,,False,False,False
10579,False,False,,False,False,False
10580,False,False,,False,False,False
10581,False,False,,False,False,False
10582,False,False,,False,False,False
10583,False,False,,False,False,False
10584,False,False,,False,False,False
10585,False,False,,False,False,False
10586,False,False,,False,False,False
10587,False,False,,False,False,False
10588,False,False,,False,False,False
10589,False,False,,False,False,False
10590,False,False,,False,False,False
10591,False,False,,False,False,False
10592,False,False,,False,False,False
10593,False,False,,False,False,False
10594,False,False,,False,False,False
10595,False,False,,False,False,False
10596,False,False,,False,False,False
10597,False,False,,False,False,False
10598,False,False,,False,False,False
10599,False,False,,False,False,False
10600,False,False,,False,False,False
10601,False,False,,False,False,False
10602,False,False,,False,False,False
10603,False,False,,False,False,False
10604,False,False,,False,False,False
10605,False,False,,False,False,False
10606,False,False,,True,False,False
10607,False,False,,False,False,False
10608,False,False,,False,False,False
10609,False,False,,False,False,False
10610,False,False,,False,False,False
10611,False,False,,False,False,False
10612,False,False,,False,False,False
10613,False,False,,False,False,False
10614,False,False,,False,False,False
10615,False,False,,False,False,False
10616,False,False,,False,False,False
10617,False,False,,False,False,False
10618,False,False,,False,False,False
10619,False,False,,False,False,False
10620,False,False,,False,False,False
10621,False,False,,False,False,False
10622,False,False,,False,False,False
10623,False,False,,False,False,False
10624,False,False,,False,False,False
10625,False,False,,False,False,False
10626,False,False,,False,False,False
10627,False,False,,False,False,False
10628,False,False,,False,False,False
10629,False,False,,False,False,False
10630,False,False,,False,False,False
10631,False,False,,False,False,False
10632,False,False,,False,False,False
10633,False,False,,False,False,False
10634,False,False,,False,False,False
10635,False,False,,False,False,False
10636,False,False,,False,False,False
10637,False,False,,False,False,False
10638,False,False,,False,False,False
10639,False,False,,False,False,False
10640,False,False,,False,False,False
10641,False,False,,False,False,False
10642,False,False,,False,False,False
10643,False,False,,False,False,False
10644,False,False,,False,False,False
10645,False,False,,False,False,False
10646,False,False,,False,False,False
10647,False,False,,False,False,False
10648,False,False,,False,False,False
10649,False,False,,False,False,False
10650,False,False,,False,False,False
10651,False,False,,False,False,False
10652,False,False,,False,False,False
10653,False,False,,False,False,False
10654,False,False,,False,False,False
10655,False,False,,False,False,False
10656,False,False,,False,False,False
10657,False,False,,False,False,False
10658,False,False,,False,False,False
10659,False,False,,False,False,False
10660,False,False,,False,False,False
10661,False,False,,False,False,False
10662,False,False,,False,False,False
10663,False,False,,False,False,False
10664,False,False,,False,False,False
10665,False,False,,False,False,False
10666,False,False,,False,False,True
10667,False,False,,False,False,False
10668,False,False,,False,False,False
10669,False,False,,False,False,False
10670,False,False,,False,False,False
10671,False,False,,False,False,False
10672,False,False,,False,False,False
10673,False,False,,False,False,False
10674,False,False,,False,False,False
10675,False,False,,False,False,False
10676,False,False,,False,False,False
10677,False,False,,False,False,False
10678,False,False,,False,False,False
10679,False,False,,False,False,False
10680,False,False,,False,False,False
10681,False,False,,False,False,False
10682,False,False,,False,False,False
10683,False,False,,False,False,False
10684,False,False,,False,False,False
10685,False,False,,False,False,False
10686,False,False,,False,False,False
10687,False,False,,False,False,False
10688,False,False,,False,False,False
10689,False,False,,False,False,False
10690,False,False,,False,False,False
10691,False,False,,False,False,False
10692,False,False,,False,False,False
10693,False,False,,False,False,False
10694,False,False,,False,False,False
10695,False,False,,False,False,False
10696,False,False,,False,False,False
10697,False,False,,False,False,False
10698,False,False,,False,False,False
10699,False,False,,False,False,False
10700,False,False,,False,False,False
10701,False,False,,False,False,False
10702,False,False,,False,False,False
10703,False,False,,False,False,False
10704,False,False,,False,False,False
10705,False,False,,False,False,False
10706,False,False,,False,False,False
10707,False,False,,False,False,False
10708,False,False,,False,False,False
10709,False,False,,False,False,False
10710,False,False,,False,False,False
10711,False,False,,False,False,False
10712,False,False,,False,False,False
10713,False,False,,False,False,False
10714,False,False,,False,False,False
10715,False,False,,False,False,False
10716,False,False,,False,False,False
10717,False,False,,False,False,False
10718,False,False,,False,False,False
10719,False,False,,False,False,False
10720,False,False,,False,False,False
10721,False,False,,False,False,False
10722,False,False,,False,False,False
10723,False,False,,False,False,False
10724,False,False,,False,False,False
10725,False,False,,False,False,False
10726,False,False,,True,False,False
10727,False,False,,False,False,False
10728,False,False,,False,False,False
10729,False,False,,False,False,False
10730,False,False,,False,False,False
10731,False,False,,False,False,False
10732,False,False,,False,False,False
10733,False,False,,False,False,False
10734,False,False,,False,False,False
10735,False,False,,False,False,False
10736,False,False,,False,False,False
10737,False,False,,False,False,False
10738,False,False,,False,False,False
10739,False,False,,False,False,False
10740,False,False,,False,False,False
10741,False,False,,False,False,False
10742,False,False,,True,False,False
10743,False,False,,False,False,False
10744,False,False,,False,False,False
10745,False,False,,False,False,False
10746,False,False,,False,False,False
10747,False,False,,False,False,False
10748,False,False,,False,False,False
10749,False,False,,False,False,False
10750,False,False,,False,False,False
10751,False,False,,False,False,False
10752,False,False,,False,False,False
10753,False,False,,False,False,False
10754,False,False,,False,False,False
10755,False,False,,False,False,False
10756,False,False,,False,False,False
10757,False,False,,False,False,False
10758,False,False,,False,False,False
10759,False,False,,False,False,False
10760,False,False,,False,False,False
10761,False,False,,False,False,False
10762,False,False,,False,False,False
10763,False,False,,False,False,False
10764,False,False,,False,False,False
10765,False,False,,False,False,False
10766,False,False,,False,False,False
10767,False,False,,False,False,False
10768,False,False,,False,False,False
10769,False,False,,False,False,False
10770,False,False,,False,False,False
10771,False,False,,False,False,False
10772,False,False,,False,False,False
10773,False,False,,False,False,False
10774,False,False,,False,False,False
10775,False,False,,False,False,False
10776,False,False,,False,False,False
10777,False,False,,False,False,False
10778,False,False,,False,False,False
10779,False,False,,False,False,False
10780,False,False,,False,False,False
10781,False,False,,False,False,True
10782,False,False,,False,False,False
10783,False,False,,False,False,False
10784,False,False,,False,False,False
10785,False,False,,False,False,False
10786,False,False,,False,False,True
10787,False,False,,False,False,False
10788,False,False,,False,False,False
10789,False,False,,False,False,False
10790,False,False,,False,False,False
10791,False,False,,False,False,False
10792,False,False,,False,False,False
10793,False,False,,False,False,False
10794,False,False,,False,False,False
10795,False,False,,False,False,False
10796,False,False,,False,False,False
10797,False,False,,False,False,False
10798,False,False,,False,False,False
10799,False,False,,False,False,False
10800,False,False,,False,False,False
10801,False,False,,False,False,False
10802,False,False,,False,False,False
10803,False,False,,False,False,False
10804,False,False,,False,False,False
10805,False,False,,False,False,False
10806,False,False,,False,False,False
10807,False,False,,False,False,False
10808,False,False,,False,False,False
10809,False,False,,False,False,False
10810,False,False,,False,False,False
10811,False,False,,False,False,False
10812,False,False,,False,False,False
10813,False,False,,False,False,False
10814,False,False,,False,False,False
10815,False,False,,False,False,False
10816,False,False,,False,False,False
10817,False,False,,False,False,False
10818,False,False,,False,False,False
10819,False,False,,False,False,False
10820,False,False,,False,False,False
10821,False,False,,False,False,False
10822,False,False,,False,False,False
10823,False,False,,False,False,False
10824,False,False,,False,False,False
10825,False,False,,False,False,False
10826,False,False,,False,False,False
10827,False,False,,False,False,False
10828,False,False,,False,False,False
10829,False,False,,False,False,False
10830,False,False,,False,False,False
10831,False,False,,False,False,False
10832,False,False,,False,False,False
10833,False,False,,False,False,False
10834,False,False,,False,False,False
10835,False,False,,False,False,False
10836,False,False,,False,False,False
10837,False,False,,False,False,False
10838,False,False,,False,False,False
10839,False,False,,False,False,False
10840,False,False,,False,False,False
10841,False,False,,False,False,False
10842,False,False,,False,False,False
10843,False,False,,False,False,False
10844,False,False,,False,False,False
10845,False,False,,False,False,False
10846,False,False,,False,False,False
10847,False,False,,False,False,False
10848,False,False,,False,False,False
10849,False,False,,False,False,False
10850,False,False,,False,False,False
10851,False,False,,False,False,False
10852,False,False,,False,False,False
10853,False,False,,False,False,False
10854,False,False,,False,False,False
10855,False,False,,False,False,False
10856,False,False,,False,False,False
10857,False,False,,False,False,False
10858,False,False,,False,False,False
10859,False,False,,False,False,False
10860,False,False,,False,False,False
10861,False,False,,False,False,False
10862,False,False,,False,False,False
10863,False,False,,False,False,False
10864,False,False,,False,False,False
10865,False,False,,False,False,False
10866,False,False,,False,False,False
10867,False,False,,False,False,False
10868,False,False,,False,False,False
10869,False,False,,False,False,False
10870,False,False,,False,False,False
10871,False,False,,False,False,False
10872,False,False,,False,False,False
10873,False,False,,False,False,False
10874,False,False,,False,False,False
10875,False,False,,False,False,False
10876,False,False,,False,False,False
10877,False,False,,False,False,False
10878,False,False,,True,False,False
10879,False,False,,False,False,False
10880,False,False,,False,False,False
10881,False,False,,False,False,False
10882,False,False,,False,False,False
10883,False,False,,False,False,False
10884,False,False,,False,False,False
10885,False,False,,False,False,False
10886,False,False,,False,False,False
10887,False,False,,False,False,False
10888,False,False,,False,False,False
10889,False,False,,False,False,False
10890,False,False,,True,False,True
10891,False,False,,False,False,False
10892,False,False,,True,False,False
10893,False,False,,False,False,False
10894,False,False,,False,False,False
10895,False,False,,False,False,False
10896,False,False,,False,False,False
10897,False,False,,False,False,False
10898,False,False,,False,False,False
10899,False,False,,False,False,False
10900,False,False,,False,False,False
10901,False,False,,False,False,False
10902,False,False,,False,False,False
10903,False,False,,False,False,False
10904,False,False,,False,False,False
10905,False,False,,False,False,False
10906,False,False,,False,False,False
10907,False,False,,False,False,False
10908,False,False,,False,False,False
10909,False,False,,False,False,False
10910,False,False,,False,False,False
10911,False,False,,False,False,False
10912,False,False,,False,False,False
10913,False,False,,False,False,False
10914,False,False,,False,False,False
10915,False,False,,False,False,False
10916,False,False,,False,False,False
10917,False,False,,False,False,False
10918,False,False,,False,False,False
10919,False,False,,False,False,False
10920,False,False,,False,False,False
10921,False,False,,False,False,False
10922,False,False,,False,False,False
10923,False,False,,False,False,False
10924,False,False,,False,False,False
10925,False,False,,False,False,False
10926,False,False,,False,False,False
10927,False,False,,False,False,False
10928,False,False,,False,False,False
10929,False,False,,False,False,False
10930,False,False,,False,False,False
10931,False,False,,False,False,False
10932,False,False,,False,False,False
10933,False,False,,False,False,False
10934,False,False,,False,False,False
10935,False,False,,False,False,False
10936,False,False,,False,False,False
10937,False,False,,False,False,False
10938,False,False,,False,False,False
10939,False,False,,False,False,False
10940,False,False,,False,False,False
10941,False,False,,False,False,False
10942,False,False,,False,False,False
10943,False,False,,False,False,False
10944,False,False,,False,False,False
10945,False,False,,False,False,False
10946,False,False,,False,False,False
10947,False,False,,False,False,False
10948,False,False,,False,False,False
10949,False,False,,False,False,False
10950,False,False,,False,False,False
10951,False,False,,False,False,False
10952,False,False,,False,False,False
10953,False,False,,False,False,False
10954,False,False,,False,False,False
10955,False,False,,False,False,False
10956,False,False,,False,False,False
10957,False,False,,False,False,False
10958,False,False,,False,False,False
10959,False,False,,False,False,False
10960,False,False,,False,False,False
10961,False,False,,False,False,False
10962,False,False,,False,False,False
10963,False,False,,False,False,False
10964,False,False,,False,False,False
10965,False,False,,False,False,False
10966,False,False,,False,False,False
10967,False,False,,False,False,False
10968,False,False,,False,False,False
10969,False,False,,False,False,False
10970,False,False,,False,False,False
10971,False,False,,False,False,False
10972,False,False,,False,False,False
10973,False,False,,False,False,False
10974,False,False,,False,False,False
10975,False,False,,False,False,False
10976,False,False,,False,False,False
10977,False,False,,False,False,False
10978,False,False,,False,False,False
10979,False,False,,False,False,False
10980,False,False,,False,False,False
10981,False,False,,False,False,False
10982,False,False,,False,False,False
10983,False,False,,False,False,True
10984,False,False,,False,False,False
10985,False,False,,False,False,False
10986,False,False,,False,False,False
10987,False,False,,False,False,False
10988,False,False,,False,False,False
10989,False,False,,False,False,False
10990,False,False,,False,False,False
10991,False,False,,False,False,False
10992,False,False,,False,False,False
10993,False,False,,False,False,False
10994,False,False,,False,False,False
10995,False,False,,False,False,False
10996,False,False,,False,False,False
10997,False,False,,False,False,False
10998,False,False,,False,False,False
10999,False,False,,False,False,False
11000,False,False,,False,False,False
11001,False,False,,False,False,False
11002,False,False,,False,False,False
11003,False,False,,False,False,False
11004,False,False,,False,False,False
11005,False,False,,False,False,False
11006,False,False,,False,False,False
11007,False,False,,False,False,False
11008,False,False,,False,False,False
11009,False,False,,False,False,False
11010,False,False,,False,False,False
11011,False,False,,False,False,False
11012,False,False,,False,False,False
11013,False,False,,False,False,False
11014,False,False,,False,False,False
11015,False,False,,False,False,False
11016,False,False,,False,False,False
11017,False,False,,False,False,False
11018,False,False,,False,False,False
11019,False,False,,False,False,False
11020,False,False,,False,False,False
11021,False,False,,False,False,False
11022,False,False,,False,False,False
11023,False,False,,False,False,False
11024,False,False,,False,False,False
11025,False,False,,False,False,False
11026,False,False,,False,False,False
11027,False,False,,False,False,False
11028,False,False,,False,False,False
11029,False,False,,False,False,False
11030,False,False,,False,False,False
11031,False,False,,False,False,False
11032,False,False,,False,False,False
11033,False,False,,False,False,False
11034,False,False,,False,False,False
11035,False,False,,False,False,False
11036,False,False,,False,False,False
11037,False,False,,False,False,False
11038,False,False,,False,False,False
11039,False,False,,False,False,False
11040,False,False,,False,False,False
11041,False,False,,False,False,False
11042,False,False,,False,False,False
11043,False,False,,False,False,False
11044,False,False,,False,False,False
11045,False,False,,False,False,False
11046,False,False,,False,False,False
11047,False,False,,False,False,False
11048,False,False,,False,False,False
11049,False,False,,False,False,False
11050,False,False,,False,False,False
11051,False,False,,False,False,False
11052,False,False,,False,False,False
11053,False,False,,False,False,False
11054,False,False,,False,False,False
11055,False,False,,False,False,False
11056,False,False,,False,False,False
11057,False,False,,False,False,False
11058,False,False,,False,False,False
11059,False,False,,False,False,False
11060,False,False,,False,False,False
11061,False,False,,False,False,False
11062,False,False,,False,False,False
11063,False,False,,False,False,False
11064,False,False,,False,False,False
11065,False,False,,False,False,False
11066,False,False,,False,False,False
11067,False,False,,False,False,False
11068,False,False,,False,False,False
11069,False,False,,False,False,False
11070,False,False,,False,False,False
11071,False,False,,False,False,False
11072,False,False,,False,False,False
11073,False,False,,False,False,False
11074,False,False,,False,False,False
11075,False,False,,False,False,False
11076,False,False,,False,False,False
11077,False,False,,False,False,False
11078,False,False,,False,False,False
11079,False,False,,False,False,False
11080,False,False,,False,False,False
11081,False,False,,False,False,False
11082,False,False,,False,False,False
11083,False,False,,False,False,False
11084,False,False,,False,False,False
11085,False,False,,False,False,False
11086,False,False,,False,False,False
11087,False,False,,False,False,False
11088,False,False,,False,False,False
11089,False,False,,False,False,False
11090,False,False,,False,False,False
11091,False,False,,False,False,False
11092,False,False,,False,False,False
11093,False,False,,False,False,False
11094,False,False,,False,False,False
11095,False,False,,False,False,False
11096,False,False,,False,False,False
11097,False,False,,False,False,False
11098,False,False,,False,False,False
11099,False,False,,False,False,False
11100,False,False,,False,False,False
11101,False,False,,False,False,False
11102,False,False,,False,False,False
11103,False,False,,False,False,False
11104,False,False,,False,False,False
11105,False,False,,False,False,False
11106,False,False,,False,False,False
11107,False,False,,False,False,False
11108,False,False,,False,False,False
11109,False,False,,False,False,False
11110,False,False,,False,False,False
11111,False,False,,False,False,False
11112,False,False,,False,False,False
11113,False,False,,False,False,False
11114,False,False,,True,False,False
11115,False,False,,True,False,False
11116,False,False,,False,False,False
11117,False,False,,False,False,False
11118,False,False,,False,False,False
11119,False,False,,False,False,False
11120,False,False,,False,False,False
11121,False,False,,False,False,False
11122,False,False,,False,False,False
11123,False,False,,False,False,False
11124,False,False,,False,False,False
11125,False,False,,False,False,False
11126,False,False,,False,False,False
11127,False,False,,False,False,False
11128,False,False,,False,False,False
11129,False,False,,True,False,False
11130,False,False,,False,False,False
11131,False,False,,False,False,False
11132,False,False,,False,False,False
11133,False,False,,False,False,False
11134,False,False,,False,False,False
11135,False,False,,False,False,False
11136,False,False,,False,False,False
11137,False,False,,False,False,False
11138,False,False,,False,False,False
11139,False,False,,False,False,False
11140,False,False,,False,False,False
11141,False,False,,False,False,False
11142,False,False,,False,False,False
11143,False,False,,False,False,False
11144,False,False,,False,False,False
11145,False,False,,False,False,False
11146,False,False,,False,False,False
11147,False,False,,False,False,False
11148,False,False,,False,False,False
11149,False,False,,False,False,False
11150,False,False,,False,False,False
11151,False,False,,False,False,False
11152,False,False,,False,False,False
11153,False,False,,False,False,False
11154,False,False,,False,False,False
11155,False,False,,False,False,False
11156,False,False,,False,False,False
11157,False,False,,False,False,False
11158,False,False,,False,False,False
11159,False,False,,False,False,False
11160,False,False,,False,False,False
11161,False,False,,False,False,False
11162,False,False,,False,False,False
11163,False,False,,False,False,False
11164,False,False,,False,False,False
11165,False,False,,False,False,False
11166,False,False,,False,False,False
11167,False,False,,False,False,False
11168,False,False,,False,False,False
11169,False,False,,False,False,False
11170,False,False,,False,False,False
11171,False,False,,False,False,False
11172,False,False,,False,False,False
11173,False,False,,False,False,False
11174,False,False,,False,False,False
11175,False,False,,False,False,False
11176,False,False,,False,False,False
11177,False,False,,False,False,False
11178,False,False,,False,False,False
11179,False,False,,False,False,True
11180,False,False,,False,False,False
11181,False,False,,False,False,False
11182,False,False,,False,False,False
11183,False,False,,False,False,False
11184,False,False,,False,False,False
11185,False,False,,False,False,False
11186,False,False,,False,False,False
11187,False,False,,False,False,False
11188,False,False,,False,False,True
11189,False,False,,False,False,False
11190,False,False,,False,False,False
11191,False,False,,False,False,False
11192,False,False,,False,False,False
11193,False,False,,False,False,False
11194,False,False,,False,False,False
11195,False,False,,False,False,False
11196,False,False,,False,False,False
11197,False,False,,False,False,False
11198,False,False,,False,False,False
11199,False,False,,False,False,False
11200,False,False,,False,False,False
11201,False,False,,False,False,False
11202,False,False,,False,False,False
11203,False,False,,False,False,False
11204,False,False,,False,False,False
11205,False,False,,False,False,False
11206,False,False,,False,False,False
11207,False,False,,False,False,False
11208,False,False,,False,False,False
11209,False,False,,False,False,False
11210,False,False,,False,False,False
11211,False,False,,False,False,False
11212,False,False,,False,False,False
11213,False,False,,False,False,False
11214,False,False,,False,False,False
11215,False,False,,False,False,False
11216,False,False,,False,False,False
11217,False,False,,False,False,False
11218,False,False,,False,False,False
11219,False,False,,False,False,False
11220,False,False,,False,False,False
11221,False,False,,False,False,False
11222,False,False,,False,False,False
11223,False,False,,False,False,False
11224,False,False,,False,False,False
11225,False,False,,False,False,False
11226,False,False,,False,False,False
11227,False,False,,False,False,False
11228,False,False,,False,False,False
11229,False,False,,False,False,False
11230,False,False,,False,False,False
11231,False,False,,False,False,False
11232,False,False,,False,False,False
11233,False,False,,False,False,False
11234,False,False,,False,False,False
11235,False,False,,False,False,False
11236,False,False,,False,False,True
11237,False,False,,False,False,False
11238,False,False,,False,False,False
11239,False,False,,False,False,False
11240,False,False,,False,False,False
11241,False,False,,False,False,False
11242,False,False,,False,False,False
11243,False,False,,False,False,False
11244,False,False,,False,False,False
11245,False,False,,False,False,False
11246,False,False,,False,False,False
11247,False,False,,False,False,False
11248,False,False,,False,False,False
11249,False,False,,False,False,False
11250,False,False,,False,False,False
11251,False,False,,False,False,True
11252,False,False,,False,False,False
11253,False,False,,False,False,False
11254,False,False,,False,False,False
11255,False,False,,False,False,False
11256,False,False,,False,False,False
11257,False,False,,False,False,False
11258,False,False,,False,False,False
